end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,13357,2001-04-05,April,2001-04-10,April,Q2,2001,Solid Waste Management,PASS,12,69000,Toronto–St. Paul's,43.69,-79.41
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,7191,2001-04-06,April,2001-06-03,June,Q2,2001,Transportation Services,PASS,6,20000,York Centre,43.75,-79.45
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,10752,2001-04-06,April,2001-08-01,August,Q3,2001,Toronto Water,PASS,9,90000,Davenport,43.67,-79.44
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,8675,2001-04-07,April,2001-04-23,April,Q2,2001,Solid Waste Management,PASS,16,14000,Don Valley East,43.75,-79.34
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,10712,2001-04-07,April,2001-08-03,August,Q3,2001,Toronto Water,FAIL,25,62000,Scarborough–Rouge Park,43.81,-79.13
2001 Sep,2001 Apr,2001 Q2,2001 Q3,Q2,2001,15325,2001-04-07,April,2001-09-05,September,Q3,2001,"Parks, Forestry & Recreation",PASS,4,48000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,17413,2001-04-07,April,2001-07-23,July,Q3,2001,Toronto Water,PASS,25,255000,Scarborough–Rouge Park,43.81,-79.13
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,1729,2001-04-08,April,2001-06-22,June,Q2,2001,Municipal Licensing & Standards,PASS,4,117000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,15945,2001-04-08,April,2001-07-24,July,Q3,2001,Toronto Water,PASS,22,124000,Scarborough–Agincourt,43.8,-79.27
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,17602,2001-04-09,April,2001-04-27,April,Q2,2001,"Parks, Forestry & Recreation",PASS,3,135000,Etobicoke–Lakeshore,43.62,-79.51
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,16186,2001-04-10,April,2001-06-18,June,Q2,2001,Toronto Water,PASS,16,270000,Don Valley East,43.75,-79.34
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,14160,2001-04-12,April,2001-05-22,May,Q2,2001,Transportation Services,FAIL,11,120000,University–Rosedale,43.67,-79.4
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,17636,2001-04-12,April,2001-04-30,April,Q2,2001,Toronto Water,PASS,3,291000,Etobicoke–Lakeshore,43.62,-79.51
2001 Sep,2001 Apr,2001 Q2,2001 Q3,Q2,2001,5479,2001-04-13,April,2001-09-06,September,Q3,2001,"Parks, Forestry & Recreation",PASS,11,59000,University–Rosedale,43.67,-79.4
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,8178,2001-04-13,April,2001-05-11,May,Q2,2001,Municipal Licensing & Standards,FAIL,16,174000,Don Valley East,43.75,-79.34
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,12484,2001-04-13,April,2001-08-05,August,Q3,2001,Toronto Water,FAIL,16,28000,Don Valley East,43.75,-79.34
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,7716,2001-04-14,April,2001-04-30,April,Q2,2001,Toronto Water,PASS,10,156000,Spadina–Fort York,43.64,-79.39
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,10183,2001-04-15,April,2001-07-14,July,Q3,2001,Solid Waste Management,FAIL,3,71000,Etobicoke–Lakeshore,43.62,-79.51
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,18834,2001-04-15,April,2001-08-04,August,Q3,2001,Toronto Water,FAIL,18,231000,Willowdale,43.77,-79.41
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,7135,2001-04-16,April,2001-08-04,August,Q3,2001,"Parks, Forestry & Recreation",PASS,3,89000,Etobicoke–Lakeshore,43.62,-79.51
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,6391,2001-04-17,April,2001-07-10,July,Q3,2001,Municipal Licensing & Standards,PASS,18,63000,Willowdale,43.77,-79.41
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,7466,2001-04-17,April,2001-05-10,May,Q2,2001,Toronto Water,PASS,4,21000,Parkdale–High Park,43.65,-79.46
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,13622,2001-04-17,April,2001-08-12,August,Q3,2001,Municipal Licensing & Standards,PASS,3,8000,Etobicoke–Lakeshore,43.62,-79.51
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,14258,2001-04-17,April,2001-07-22,July,Q3,2001,"Parks, Forestry & Recreation",FAIL,4,60000,Parkdale–High Park,43.65,-79.46
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,16720,2001-04-17,April,2001-05-20,May,Q2,2001,"Parks, Forestry & Recreation",FAIL,3,13000,Etobicoke–Lakeshore,43.62,-79.51
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,15737,2001-04-19,April,2001-05-12,May,Q2,2001,Municipal Licensing & Standards,PASS,5,86000,York South–Weston,43.7,-79.49
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,789,2001-04-20,April,2001-08-18,August,Q3,2001,Municipal Licensing & Standards,FAIL,14,164000,Toronto–Danforth,43.68,-79.34
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,3306,2001-04-21,April,2001-07-03,July,Q3,2001,"Parks, Forestry & Recreation",PASS,12,142000,Toronto–St. Paul's,43.69,-79.41
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,5224,2001-04-21,April,2001-06-01,June,Q2,2001,Transportation Services,FAIL,10,69000,Spadina–Fort York,43.64,-79.39
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,18878,2001-04-22,April,2001-07-30,July,Q3,2001,"Parks, Forestry & Recreation",PASS,6,231000,York Centre,43.75,-79.45
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,3568,2001-04-23,April,2001-06-15,June,Q2,2001,Solid Waste Management,PASS,7,14000,Humber River–Black Creek,43.74,-79.52
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,16017,2001-04-23,April,2001-07-04,July,Q3,2001,Solid Waste Management,PASS,1,141000,Etobicoke North,43.733,-79.565
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,6726,2001-04-24,April,2001-08-22,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,21,28000,Scarborough Centre,43.76,-79.25
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,9615,2001-04-24,April,2001-06-19,June,Q2,2001,Municipal Licensing & Standards,PASS,9,98000,Davenport,43.67,-79.44
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,9683,2001-04-24,April,2001-05-24,May,Q2,2001,Toronto Water,PASS,18,15000,Willowdale,43.77,-79.41
2001 Apr,2001 Apr,2001 Q2,2001 Q2,Q2,2001,18705,2001-04-24,April,2001-04-29,April,Q2,2001,"Parks, Forestry & Recreation",FAIL,25,96000,Scarborough–Rouge Park,43.81,-79.13
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,19134,2001-04-24,April,2001-08-13,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,2,44000,Etobicoke Centre,43.67,-79.55
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,3857,2001-04-25,April,2001-07-16,July,Q3,2001,Solid Waste Management,PASS,4,26000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,10922,2001-04-25,April,2001-07-19,July,Q3,2001,"Parks, Forestry & Recreation",PASS,13,213000,Toronto Centre,43.66,-79.37
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,18906,2001-04-25,April,2001-06-28,June,Q2,2001,Transportation Services,PASS,16,243000,Don Valley East,43.75,-79.34
2001 May,2001 Apr,2001 Q2,2001 Q2,Q2,2001,5259,2001-04-26,April,2001-05-31,May,Q2,2001,Transportation Services,PASS,10,52000,Spadina–Fort York,43.64,-79.39
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,419,2001-04-28,April,2001-08-02,August,Q3,2001,Municipal Licensing & Standards,PASS,6,80000,York Centre,43.75,-79.45
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,15582,2001-04-28,April,2001-08-08,August,Q3,2001,Solid Waste Management,PASS,18,198000,Willowdale,43.77,-79.41
2001 Jul,2001 Apr,2001 Q2,2001 Q3,Q2,2001,18492,2001-04-28,April,2001-07-04,July,Q3,2001,Toronto Water,PASS,12,96000,Toronto–St. Paul's,43.69,-79.41
2001 Jun,2001 Apr,2001 Q2,2001 Q2,Q2,2001,3184,2001-04-29,April,2001-06-13,June,Q2,2001,Transportation Services,PASS,14,120000,Toronto–Danforth,43.68,-79.34
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,7095,2001-04-29,April,2001-08-22,August,Q3,2001,Toronto Water,FAIL,9,38000,Davenport,43.67,-79.44
2001 Sep,2001 Apr,2001 Q2,2001 Q3,Q2,2001,8144,2001-04-29,April,2001-09-14,September,Q3,2001,"Parks, Forestry & Recreation",FAIL,19,54000,Beaches–East York,43.68,-79.3
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,14640,2001-04-29,April,2001-08-08,August,Q3,2001,"Parks, Forestry & Recreation",PASS,4,201000,Parkdale–High Park,43.65,-79.46
2001 Aug,2001 Apr,2001 Q2,2001 Q3,Q2,2001,16336,2001-04-30,April,2001-08-03,August,Q3,2001,Solid Waste Management,PASS,12,52000,Toronto–St. Paul's,43.69,-79.41
2001 Oct,2001 Apr,2001 Q2,2001 Q4,Q2,2001,17563,2001-04-30,April,2001-10-07,October,Q4,2001,"Parks, Forestry & Recreation",PASS,4,144000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,537,2001-05-01,May,2001-07-22,July,Q3,2001,Transportation Services,FAIL,5,58000,York South–Weston,43.7,-79.49
2001 May,2001 May,2001 Q2,2001 Q2,Q2,2001,4207,2001-05-01,May,2001-05-16,May,Q2,2001,Solid Waste Management,PASS,9,38000,Davenport,43.67,-79.44
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,10964,2001-05-01,May,2001-07-18,July,Q3,2001,Toronto Water,FAIL,8,78000,Eglinton–Lawrence,43.72,-79.43
2001 May,2001 May,2001 Q2,2001 Q2,Q2,2001,11648,2001-05-01,May,2001-05-23,May,Q2,2001,Solid Waste Management,PASS,10,19000,Spadina–Fort York,43.64,-79.39
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,12050,2001-05-01,May,2001-07-31,July,Q3,2001,Municipal Licensing & Standards,PASS,10,106000,Spadina–Fort York,43.64,-79.39
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,15963,2001-05-02,May,2001-07-28,July,Q3,2001,Solid Waste Management,PASS,24,19000,Scarborough–Guildwood,43.74,-79.22
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,12991,2001-05-03,May,2001-06-15,June,Q2,2001,Transportation Services,FAIL,10,189000,Spadina–Fort York,43.64,-79.39
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,507,2001-05-04,May,2001-06-17,June,Q2,2001,Transportation Services,PASS,16,30000,Don Valley East,43.75,-79.34
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,3266,2001-05-04,May,2001-07-31,July,Q3,2001,Transportation Services,PASS,1,118000,Etobicoke North,43.733,-79.565
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,10627,2001-05-04,May,2001-08-06,August,Q3,2001,Solid Waste Management,PASS,5,190000,York South–Weston,43.7,-79.49
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,16228,2001-05-04,May,2001-08-22,August,Q3,2001,Transportation Services,PASS,18,47000,Willowdale,43.77,-79.41
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,4116,2001-05-05,May,2001-07-21,July,Q3,2001,Municipal Licensing & Standards,PASS,19,154000,Beaches–East York,43.68,-79.3
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,1644,2001-05-06,May,2001-06-15,June,Q2,2001,Toronto Water,PASS,6,196000,York Centre,43.75,-79.45
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,1672,2001-05-06,May,2001-07-13,July,Q3,2001,Transportation Services,PASS,15,45000,Don Valley West,43.72,-79.36
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,4130,2001-05-06,May,2001-07-24,July,Q3,2001,Toronto Water,PASS,16,88000,Don Valley East,43.75,-79.34
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,4363,2001-05-06,May,2001-06-02,June,Q2,2001,Solid Waste Management,PASS,2,117000,Etobicoke Centre,43.67,-79.55
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,14234,2001-05-06,May,2001-08-06,August,Q3,2001,Solid Waste Management,FAIL,6,72000,York Centre,43.75,-79.45
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,18067,2001-05-06,May,2001-06-10,June,Q2,2001,Solid Waste Management,PASS,6,96000,York Centre,43.75,-79.45
2001 May,2001 May,2001 Q2,2001 Q2,Q2,2001,619,2001-05-07,May,2001-05-18,May,Q2,2001,Municipal Licensing & Standards,PASS,14,180000,Toronto–Danforth,43.68,-79.34
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,14429,2001-05-07,May,2001-08-11,August,Q3,2001,Municipal Licensing & Standards,FAIL,4,26000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,9313,2001-05-09,May,2001-07-01,July,Q3,2001,Transportation Services,FAIL,11,37000,University–Rosedale,43.67,-79.4
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,12745,2001-05-09,May,2001-07-22,July,Q3,2001,"Parks, Forestry & Recreation",PASS,4,98000,Parkdale–High Park,43.65,-79.46
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,18440,2001-05-09,May,2001-08-06,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,4,71000,Parkdale–High Park,43.65,-79.46
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,11153,2001-05-10,May,2001-08-21,August,Q3,2001,"Parks, Forestry & Recreation",PASS,24,97000,Scarborough–Guildwood,43.74,-79.22
2001 May,2001 May,2001 Q2,2001 Q2,Q2,2001,5868,2001-05-11,May,2001-05-27,May,Q2,2001,Solid Waste Management,PASS,16,2000,Don Valley East,43.75,-79.34
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,9602,2001-05-12,May,2001-07-12,July,Q3,2001,"Parks, Forestry & Recreation",PASS,19,216000,Beaches–East York,43.68,-79.3
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,19000,2001-05-12,May,2001-08-28,August,Q3,2001,Transportation Services,PASS,20,33000,Scarborough Southwest,43.71,-79.26
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,9035,2001-05-13,May,2001-07-21,July,Q3,2001,Transportation Services,FAIL,1,189000,Etobicoke North,43.733,-79.565
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,15281,2001-05-15,May,2001-07-16,July,Q3,2001,"Parks, Forestry & Recreation",PASS,4,126000,Parkdale–High Park,43.65,-79.46
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,15756,2001-05-15,May,2001-08-13,August,Q3,2001,Municipal Licensing & Standards,PASS,25,140000,Scarborough–Rouge Park,43.81,-79.13
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,11943,2001-05-16,May,2001-06-11,June,Q2,2001,Solid Waste Management,FAIL,8,282000,Eglinton–Lawrence,43.72,-79.43
2001 Sep,2001 May,2001 Q2,2001 Q3,Q2,2001,10496,2001-05-17,May,2001-09-10,September,Q3,2001,Municipal Licensing & Standards,PASS,22,146000,Scarborough–Agincourt,43.8,-79.27
2001 May,2001 May,2001 Q2,2001 Q2,Q2,2001,12538,2001-05-18,May,2001-05-20,May,Q2,2001,Municipal Licensing & Standards,PASS,11,71000,University–Rosedale,43.67,-79.4
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,2182,2001-05-19,May,2001-07-29,July,Q3,2001,"Parks, Forestry & Recreation",FAIL,19,219000,Beaches–East York,43.68,-79.3
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,8645,2001-05-20,May,2001-07-09,July,Q3,2001,Solid Waste Management,PASS,23,22000,Scarborough North,43.82,-79.24
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,9642,2001-05-20,May,2001-08-12,August,Q3,2001,Transportation Services,PASS,17,47000,Don Valley North,43.78,-79.35
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,9807,2001-05-20,May,2001-08-16,August,Q3,2001,Toronto Water,PASS,25,294000,Scarborough–Rouge Park,43.81,-79.13
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,11419,2001-05-20,May,2001-08-26,August,Q3,2001,Solid Waste Management,FAIL,6,27000,York Centre,43.75,-79.45
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,16878,2001-05-20,May,2001-06-19,June,Q2,2001,Transportation Services,PASS,15,198000,Don Valley West,43.72,-79.36
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,3850,2001-05-21,May,2001-07-15,July,Q3,2001,Toronto Water,FAIL,2,19000,Etobicoke Centre,43.67,-79.55
2001 Sep,2001 May,2001 Q2,2001 Q3,Q2,2001,12640,2001-05-22,May,2001-09-03,September,Q3,2001,Toronto Water,FAIL,19,62000,Beaches–East York,43.68,-79.3
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,2848,2001-05-23,May,2001-07-30,July,Q3,2001,Solid Waste Management,FAIL,6,288000,York Centre,43.75,-79.45
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,3453,2001-05-23,May,2001-08-01,August,Q3,2001,Municipal Licensing & Standards,PASS,2,66000,Etobicoke Centre,43.67,-79.55
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,4133,2001-05-24,May,2001-07-25,July,Q3,2001,Solid Waste Management,PASS,17,19000,Don Valley North,43.78,-79.35
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,6411,2001-05-24,May,2001-08-10,August,Q3,2001,Municipal Licensing & Standards,PASS,23,219000,Scarborough North,43.82,-79.24
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,14868,2001-05-24,May,2001-08-30,August,Q3,2001,Municipal Licensing & Standards,PASS,1,78000,Etobicoke North,43.733,-79.565
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,4723,2001-05-25,May,2001-08-23,August,Q3,2001,Solid Waste Management,PASS,2,16000,Etobicoke Centre,43.67,-79.55
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,8568,2001-05-25,May,2001-08-10,August,Q3,2001,Municipal Licensing & Standards,FAIL,17,261000,Don Valley North,43.78,-79.35
2001 Jun,2001 May,2001 Q2,2001 Q2,Q2,2001,19276,2001-05-25,May,2001-06-07,June,Q2,2001,Solid Waste Management,PASS,6,32000,York Centre,43.75,-79.45
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,11796,2001-05-26,May,2001-07-24,July,Q3,2001,Solid Waste Management,FAIL,15,63000,Don Valley West,43.72,-79.36
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,12925,2001-05-27,May,2001-08-06,August,Q3,2001,"Parks, Forestry & Recreation",PASS,17,174000,Don Valley North,43.78,-79.35
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,1089,2001-05-28,May,2001-07-25,July,Q3,2001,Transportation Services,PASS,5,1000,York South–Weston,43.7,-79.49
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,1348,2001-05-28,May,2001-07-16,July,Q3,2001,Municipal Licensing & Standards,PASS,10,31000,Spadina–Fort York,43.64,-79.39
2001 Sep,2001 May,2001 Q2,2001 Q3,Q2,2001,4418,2001-05-28,May,2001-09-02,September,Q3,2001,Transportation Services,PASS,10,70000,Spadina–Fort York,43.64,-79.39
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,6065,2001-05-28,May,2001-08-22,August,Q3,2001,Transportation Services,PASS,1,44000,Etobicoke North,43.733,-79.565
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,12289,2001-05-28,May,2001-07-31,July,Q3,2001,Solid Waste Management,FAIL,14,18000,Toronto–Danforth,43.68,-79.34
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,12998,2001-05-28,May,2001-07-04,July,Q3,2001,Municipal Licensing & Standards,FAIL,12,88000,Toronto–St. Paul's,43.69,-79.41
2001 Jul,2001 May,2001 Q2,2001 Q3,Q2,2001,19162,2001-05-28,May,2001-07-12,July,Q3,2001,Transportation Services,PASS,11,72000,University–Rosedale,43.67,-79.4
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,7600,2001-05-29,May,2001-08-17,August,Q3,2001,Toronto Water,FAIL,23,144000,Scarborough North,43.82,-79.24
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,10113,2001-05-29,May,2001-08-31,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,10,108000,Spadina–Fort York,43.64,-79.39
2001 Sep,2001 May,2001 Q2,2001 Q3,Q2,2001,12042,2001-05-29,May,2001-09-07,September,Q3,2001,Solid Waste Management,PASS,12,88000,Toronto–St. Paul's,43.69,-79.41
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,17972,2001-05-29,May,2001-08-30,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,18,132000,Willowdale,43.77,-79.41
2001 Aug,2001 May,2001 Q2,2001 Q3,Q2,2001,17285,2001-05-30,May,2001-08-22,August,Q3,2001,"Parks, Forestry & Recreation",PASS,6,76000,York Centre,43.75,-79.45
2001 Nov,2001 May,2001 Q2,2001 Q4,Q2,2001,8224,2001-05-31,May,2001-11-06,November,Q4,2001,"Parks, Forestry & Recreation",PASS,25,184000,Scarborough–Rouge Park,43.81,-79.13
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,1054,2001-06-01,June,2001-09-08,September,Q3,2001,Transportation Services,FAIL,18,19000,Willowdale,43.77,-79.41
2001 Nov,2001 Jun,2001 Q2,2001 Q4,Q2,2001,4049,2001-06-01,June,2001-11-01,November,Q4,2001,"Parks, Forestry & Recreation",FAIL,13,116000,Toronto Centre,43.66,-79.37
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,9449,2001-06-01,June,2001-08-31,August,Q3,2001,Transportation Services,PASS,23,24000,Scarborough North,43.82,-79.24
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,12656,2001-06-01,June,2001-08-11,August,Q3,2001,Municipal Licensing & Standards,PASS,24,188000,Scarborough–Guildwood,43.74,-79.22
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,14064,2001-06-01,June,2001-08-06,August,Q3,2001,Solid Waste Management,FAIL,17,19000,Don Valley North,43.78,-79.35
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,1784,2001-06-03,June,2001-08-03,August,Q3,2001,Municipal Licensing & Standards,PASS,8,84000,Eglinton–Lawrence,43.72,-79.43
2001 Jul,2001 Jun,2001 Q2,2001 Q3,Q2,2001,19871,2001-06-03,June,2001-07-30,July,Q3,2001,Solid Waste Management,PASS,15,37000,Don Valley West,43.72,-79.36
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,11139,2001-06-04,June,2001-08-24,August,Q3,2001,Solid Waste Management,PASS,23,84000,Scarborough North,43.82,-79.24
2001 Jul,2001 Jun,2001 Q2,2001 Q3,Q2,2001,14803,2001-06-04,June,2001-07-21,July,Q3,2001,Transportation Services,PASS,23,28000,Scarborough North,43.82,-79.24
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,18817,2001-06-04,June,2001-08-27,August,Q3,2001,Solid Waste Management,FAIL,9,282000,Davenport,43.67,-79.44
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,5145,2001-06-05,June,2001-08-02,August,Q3,2001,Municipal Licensing & Standards,PASS,4,110000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 Jun,2001 Q2,2001 Q3,Q2,2001,7888,2001-06-05,June,2001-07-03,July,Q3,2001,Transportation Services,PASS,20,297000,Scarborough Southwest,43.71,-79.26
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,940,2001-06-06,June,2001-09-15,September,Q3,2001,Solid Waste Management,PASS,22,116000,Scarborough–Agincourt,43.8,-79.27
2001 Oct,2001 Jun,2001 Q2,2001 Q4,Q2,2001,1357,2001-06-06,June,2001-10-03,October,Q4,2001,Toronto Water,FAIL,7,44000,Humber River–Black Creek,43.74,-79.52
2001 Oct,2001 Jun,2001 Q2,2001 Q4,Q2,2001,2514,2001-06-06,June,2001-10-23,October,Q4,2001,"Parks, Forestry & Recreation",FAIL,20,46000,Scarborough Southwest,43.71,-79.26
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,8066,2001-06-06,June,2001-08-10,August,Q3,2001,Municipal Licensing & Standards,FAIL,10,150000,Spadina–Fort York,43.64,-79.39
2001 Jun,2001 Jun,2001 Q2,2001 Q2,Q2,2001,16670,2001-06-06,June,2001-06-27,June,Q2,2001,"Parks, Forestry & Recreation",PASS,23,261000,Scarborough North,43.82,-79.24
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,19689,2001-06-06,June,2001-08-10,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,9,240000,Davenport,43.67,-79.44
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,4901,2001-06-07,June,2001-09-13,September,Q3,2001,Solid Waste Management,PASS,25,92000,Scarborough–Rouge Park,43.81,-79.13
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,6353,2001-06-07,June,2001-09-03,September,Q3,2001,Solid Waste Management,PASS,8,183000,Eglinton–Lawrence,43.72,-79.43
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,2336,2001-06-08,June,2001-09-13,September,Q3,2001,Toronto Water,PASS,23,78000,Scarborough North,43.82,-79.24
2001 Aug,2001 Jun,2001 Q2,2001 Q3,Q2,2001,14747,2001-06-08,June,2001-08-18,August,Q3,2001,"Parks, Forestry & Recreation",FAIL,4,88000,Parkdale–High Park,43.65,-79.46
2001 Jul,2001 Jun,2001 Q2,2001 Q3,Q2,2001,15204,2001-06-08,June,2001-07-24,July,Q3,2001,Solid Waste Management,FAIL,7,57000,Humber River–Black Creek,43.74,-79.52
2001 Sep,2001 Jun,2001 Q2,2001 Q3,Q2,2001,9864,2001-06-09,June,2001-09-22,September,Q3,2001,Solid Waste Management,PASS,4,30000,Parkdale–High Park,43.65,-79.46
2001 Oct,2001 Jun,2001 Q2,2001 Q4,Q2,2001,15128,2001-06-09,June,2001-10-22,October,Q4,2001,"Parks, Forestry & Recreation",PASS,4,72000,Parkdale–High Park,43.65,-79.46
